banco;moneda_total;fecha;metrica;delta_aa;delta_ma;moneda_total_1_month_ago;moneda_total_12_months_ago;moneda_total_24_months_ago;moneda_total_36_months_ago;ms_moneda_total;ms_delta_aa;ms_delta_ma;ms_moneda_total_1_month_ago;ms_moneda_total_12_months_ago;ms_moneda_total_24_months_ago;ms_moneda_total_36_months_ago;fecha_date
JP MORGAN CHASE BANK N.A.;0.0;202107;ctra_deudores_en_cc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021-07-01
JP MORGAN CHASE BANK N.A.;0.0;202108;ctra_deudores_en_cc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021-08-01
JP MORGAN CHASE BANK N.A.;0.0;202109;ctra_deudores_en_cc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021-09-01
JP MORGAN CHASE BANK N.A.;0.0;202110;ctra_deudores_en_cc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021-10-01
JP MORGAN CHASE BANK N.A.;0.0;202111;ctra_deudores_en_cc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021-11-01
JP MORGAN CHASE BANK N.A.;0.0;202112;ctra_deudores_en_cc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021-12-01
JP MORGAN CHASE BANK N.A.;0.0;202201;ctra_deudores_en_cc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022-01-01
JP MORGAN CHASE BANK N.A.;0.0;202202;ctra_deudores_en_cc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022-02-01
JP MORGAN CHASE BANK N.A.;0.0;202203;ctra_deudores_en_cc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022-03-01
JP MORGAN CHASE BANK N.A.;0.0;202204;ctra_deudores_en_cc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022-04-01
JP MORGAN CHASE BANK N.A.;0.0;202205;ctra_deudores_en_cc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022-05-01
JP MORGAN CHASE BANK N.A.;0.0;202206;ctra_deudores_en_cc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022-06-01
JP MORGAN CHASE BANK N.A.;0.0;202207;ctra_deudores_en_cc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022-07-01
JP MORGAN CHASE BANK N.A.;0.0;202208;ctra_deudores_en_cc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022-08-01
JP MORGAN CHASE BANK N.A.;0.0;202209;ctra_deudores_en_cc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022-09-01
JP MORGAN CHASE BANK N.A.;0.0;202210;ctra_deudores_en_cc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022-10-01
JP MORGAN CHASE BANK N.A.;0.0;202211;ctra_deudores_en_cc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022-11-01
JP MORGAN CHASE BANK N.A.;0.0;202212;ctra_deudores_en_cc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022-12-01
JP MORGAN CHASE BANK N.A.;0.0;202301;ctra_deudores_en_cc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023-01-01
JP MORGAN CHASE BANK N.A.;0.0;202302;ctra_deudores_en_cc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023-02-01
JP MORGAN CHASE BANK N.A.;0.0;202303;ctra_deudores_en_cc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023-03-01
JP MORGAN CHASE BANK N.A.;0.0;202304;ctra_deudores_en_cc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023-04-01
JP MORGAN CHASE BANK N.A.;0.0;202305;ctra_deudores_en_cc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023-05-01
JP MORGAN CHASE BANK N.A.;0.0;201601;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016-01-01
JP MORGAN CHASE BANK N.A.;0.0;201602;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016-02-01
JP MORGAN CHASE BANK N.A.;0.0;201603;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016-03-01
JP MORGAN CHASE BANK N.A.;0.0;201604;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016-04-01
JP MORGAN CHASE BANK N.A.;0.0;201605;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016-05-01
JP MORGAN CHASE BANK N.A.;0.0;201606;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016-06-01
JP MORGAN CHASE BANK N.A.;0.0;201607;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016-07-01
JP MORGAN CHASE BANK N.A.;0.0;201608;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016-08-01
JP MORGAN CHASE BANK N.A.;0.0;201609;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016-09-01
JP MORGAN CHASE BANK N.A.;0.0;201610;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016-10-01
JP MORGAN CHASE BANK N.A.;0.0;201611;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016-11-01
JP MORGAN CHASE BANK N.A.;0.0;201612;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016-12-01
JP MORGAN CHASE BANK N.A.;0.0;201701;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017-01-01
JP MORGAN CHASE BANK N.A.;0.0;201702;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017-02-01
JP MORGAN CHASE BANK N.A.;0.0;201703;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017-03-01
JP MORGAN CHASE BANK N.A.;0.0;201704;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017-04-01
JP MORGAN CHASE BANK N.A.;0.0;201705;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017-05-01
JP MORGAN CHASE BANK N.A.;0.0;201706;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017-06-01
JP MORGAN CHASE BANK N.A.;0.0;201707;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017-07-01
JP MORGAN CHASE BANK N.A.;0.0;201708;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017-08-01
JP MORGAN CHASE BANK N.A.;0.0;201709;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017-09-01
JP MORGAN CHASE BANK N.A.;0.0;201710;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017-10-01
JP MORGAN CHASE BANK N.A.;0.0;201711;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017-11-01
JP MORGAN CHASE BANK N.A.;0.0;201712;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017-12-01
JP MORGAN CHASE BANK N.A.;0.0;201801;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2018-01-01
JP MORGAN CHASE BANK N.A.;0.0;201802;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2018-02-01
JP MORGAN CHASE BANK N.A.;0.0;201803;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2018-03-01
JP MORGAN CHASE BANK N.A.;0.0;201804;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2018-04-01
JP MORGAN CHASE BANK N.A.;0.0;201805;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2018-05-01
JP MORGAN CHASE BANK N.A.;0.0;201806;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2018-06-01
JP MORGAN CHASE BANK N.A.;0.0;201807;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2018-07-01
JP MORGAN CHASE BANK N.A.;0.0;201808;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2018-08-01
JP MORGAN CHASE BANK N.A.;0.0;201809;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2018-09-01
JP MORGAN CHASE BANK N.A.;0.0;201810;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2018-10-01
JP MORGAN CHASE BANK N.A.;0.0;201811;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2018-11-01
JP MORGAN CHASE BANK N.A.;0.0;201812;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2018-12-01
JP MORGAN CHASE BANK N.A.;0.0;201901;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2019-01-01
JP MORGAN CHASE BANK N.A.;0.0;201902;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2019-02-01
JP MORGAN CHASE BANK N.A.;0.0;201903;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2019-03-01
JP MORGAN CHASE BANK N.A.;0.0;201904;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2019-04-01
JP MORGAN CHASE BANK N.A.;0.0;201905;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2019-05-01
JP MORGAN CHASE BANK N.A.;0.0;201906;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2019-06-01
JP MORGAN CHASE BANK N.A.;0.0;201907;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2019-07-01
JP MORGAN CHASE BANK N.A.;0.0;201908;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2019-08-01
JP MORGAN CHASE BANK N.A.;0.0;201909;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2019-09-01
JP MORGAN CHASE BANK N.A.;0.0;201910;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2019-10-01
JP MORGAN CHASE BANK N.A.;0.0;201911;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2019-11-01
JP MORGAN CHASE BANK N.A.;0.0;201912;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2019-12-01
JP MORGAN CHASE BANK N.A.;0.0;202001;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020-01-01
JP MORGAN CHASE BANK N.A.;0.0;202002;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020-02-01
JP MORGAN CHASE BANK N.A.;0.0;202003;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020-03-01
JP MORGAN CHASE BANK N.A.;0.0;202004;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020-04-01
JP MORGAN CHASE BANK N.A.;0.0;202005;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020-05-01
JP MORGAN CHASE BANK N.A.;0.0;202006;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020-06-01
JP MORGAN CHASE BANK N.A.;0.0;202007;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020-07-01
JP MORGAN CHASE BANK N.A.;0.0;202008;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020-08-01
JP MORGAN CHASE BANK N.A.;0.0;202009;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020-09-01
JP MORGAN CHASE BANK N.A.;0.0;202010;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020-10-01
JP MORGAN CHASE BANK N.A.;0.0;202011;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020-11-01
JP MORGAN CHASE BANK N.A.;0.0;202012;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020-12-01
JP MORGAN CHASE BANK N.A.;0.0;202101;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021-01-01
JP MORGAN CHASE BANK N.A.;0.0;202102;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021-02-01
JP MORGAN CHASE BANK N.A.;0.0;202103;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021-03-01
JP MORGAN CHASE BANK N.A.;0.0;202104;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021-04-01
JP MORGAN CHASE BANK N.A.;0.0;202105;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021-05-01
JP MORGAN CHASE BANK N.A.;0.0;202106;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021-06-01
JP MORGAN CHASE BANK N.A.;0.0;202107;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021-07-01
JP MORGAN CHASE BANK N.A.;0.0;202108;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021-08-01
JP MORGAN CHASE BANK N.A.;0.0;202109;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021-09-01
JP MORGAN CHASE BANK N.A.;0.0;202110;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021-10-01
JP MORGAN CHASE BANK N.A.;0.0;202111;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021-11-01
JP MORGAN CHASE BANK N.A.;0.0;202112;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2021-12-01
JP MORGAN CHASE BANK N.A.;0.0;202201;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022-01-01
JP MORGAN CHASE BANK N.A.;0.0;202202;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022-02-01
JP MORGAN CHASE BANK N.A.;0.0;202203;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022-03-01
JP MORGAN CHASE BANK N.A.;0.0;202204;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022-04-01
JP MORGAN CHASE BANK N.A.;0.0;202205;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022-05-01
JP MORGAN CHASE BANK N.A.;0.0;202206;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022-06-01
JP MORGAN CHASE BANK N.A.;0.0;202207;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022-07-01
JP MORGAN CHASE BANK N.A.;0.0;202208;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022-08-01
JP MORGAN CHASE BANK N.A.;0.0;202209;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022-09-01
JP MORGAN CHASE BANK N.A.;0.0;202210;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022-10-01
JP MORGAN CHASE BANK N.A.;0.0;202211;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022-11-01
JP MORGAN CHASE BANK N.A.;0.0;202212;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2022-12-01
JP MORGAN CHASE BANK N.A.;0.0;202301;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023-01-01
JP MORGAN CHASE BANK N.A.;0.0;202302;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023-02-01
JP MORGAN CHASE BANK N.A.;0.0;202303;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023-03-01
JP MORGAN CHASE BANK N.A.;0.0;202304;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023-04-01
JP MORGAN CHASE BANK N.A.;0.0;202305;ctra_consumo_det;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023-05-01
JP MORGAN CHASE BANK N.A.;0.0;201601;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016-01-01
JP MORGAN CHASE BANK N.A.;0.0;201602;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016-02-01
JP MORGAN CHASE BANK N.A.;0.0;201603;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016-03-01
JP MORGAN CHASE BANK N.A.;0.0;201604;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016-04-01
JP MORGAN CHASE BANK N.A.;0.0;201605;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016-05-01
JP MORGAN CHASE BANK N.A.;0.0;201606;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016-06-01
JP MORGAN CHASE BANK N.A.;0.0;201607;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016-07-01
JP MORGAN CHASE BANK N.A.;0.0;201608;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016-08-01
JP MORGAN CHASE BANK N.A.;0.0;201609;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016-09-01
JP MORGAN CHASE BANK N.A.;0.0;201610;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016-10-01
JP MORGAN CHASE BANK N.A.;0.0;201611;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016-11-01
JP MORGAN CHASE BANK N.A.;0.0;201612;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2016-12-01
JP MORGAN CHASE BANK N.A.;0.0;201701;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017-01-01
JP MORGAN CHASE BANK N.A.;0.0;201702;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017-02-01
JP MORGAN CHASE BANK N.A.;0.0;201703;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017-03-01
JP MORGAN CHASE BANK N.A.;0.0;201704;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017-04-01
JP MORGAN CHASE BANK N.A.;0.0;201705;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017-05-01
JP MORGAN CHASE BANK N.A.;0.0;201706;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017-06-01
JP MORGAN CHASE BANK N.A.;0.0;201707;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017-07-01
JP MORGAN CHASE BANK N.A.;0.0;201708;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017-08-01
JP MORGAN CHASE BANK N.A.;0.0;201709;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017-09-01
JP MORGAN CHASE BANK N.A.;0.0;201710;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017-10-01
JP MORGAN CHASE BANK N.A.;0.0;201711;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017-11-01
JP MORGAN CHASE BANK N.A.;0.0;201712;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2017-12-01
JP MORGAN CHASE BANK N.A.;0.0;201801;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2018-01-01
JP MORGAN CHASE BANK N.A.;0.0;201802;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2018-02-01
JP MORGAN CHASE BANK N.A.;0.0;201803;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2018-03-01
JP MORGAN CHASE BANK N.A.;0.0;201804;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2018-04-01
JP MORGAN CHASE BANK N.A.;0.0;201805;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2018-05-01
JP MORGAN CHASE BANK N.A.;0.0;201806;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2018-06-01
JP MORGAN CHASE BANK N.A.;0.0;201807;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2018-07-01
JP MORGAN CHASE BANK N.A.;0.0;201808;ctra_consumo_ndet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2018-08-01
